Accession,UniProtKB,EC_Number,COG,Chromosome,Source,Start,Stop,DNA_Length,Protein_Length,GenBank_Name,UniProt_GO,KEGG_Enzymes,KEGG_Pathways
EIC28144.1,H8GLU8,2.7.1.40,G,NZ_CM001475.1,chromosome,285387,286832,1445,481,pyruvate kinase,GO:0000287; GO:0004743; GO:0016301; GO:0030955,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230"
EIC29658.1,H8GP72,2.7.7.27,G,NZ_CM001475.1,chromosome,2129271,2130488,1217,405,glucose-1-phosphate adenylyltransferase,GO:0005524; GO:0005978; GO:0008878,ko:K00975,"ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026"
EIC28860.1,H8GH69,2.7.9.1,G,NZ_CM001475.1,chromosome,1163422,1166247,2825,941,"pyruvate, phosphate dikinase",GO:0005524; GO:0006090; GO:0016301; GO:0046872; GO:0050242,"ko:K01006,ko:K22424","ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200"
EIC28283.1,H8GMP3,3.1.1.17,G,NZ_CM001475.1,chromosome,478290,479243,953,317,gluconolactonase,NA,ko:K01053,"ko00030,ko00053,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00030,map00053,map00930,map01100,map01110,map01120,map01130,map01200,map01220"
EIC31589.1,H8GJR0,3.1.1.31,G,NZ_CM001475.1,chromosome,4401400,4402083,683,227,6-phosphogluconolactonase,GO:0005975; GO:0006098; GO:0017057,"ko:K01057,ko:K02003","ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200"
EIC29244.1,H8GKS2,3.1.3.105,G,NZ_CM001475.1,chromosome,1636447,1637115,668,222,2-phosphoglycolate phosphatase,GO:0005975; GO:0016791; GO:0046872,ko:K22292,"ko00520,map00520"
EIC31185.1,H8GGA5,3.1.3.11,G,NZ_CM001475.1,chromosome,3936162,3937166,1004,334,"fructose-1,6-bisphosphatase",GO:0000287; GO:0005737; GO:0016051; GO:0042132,ko:K03841,"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910"
EIC28057.1,H8GKP9,3.1.3.25,G,NZ_CM001475.1,chromosome,188552,189316,764,254,"inositol monophosphatase/fructose-1,6-bisphosphatase family protein",GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833,ko:K01092,"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070"
EIC30891.1,H8GPE5,3.1.3.25,G,NZ_CM001475.1,chromosome,3628584,3629378,794,264,"inositol monophosphatase/fructose-1,6-bisphosphatase family protein",GO:0008934; GO:0046854; GO:0046855; GO:0046872; GO:0052832; GO:0052833,ko:K01092,"ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070"
EIC31115.1,H8GRD6,3.1.3.41,G,NZ_CM001475.1,chromosome,3861455,3862312,857,285,putative sugar phosphatase of HAD superfamily,NA,ko:K01101,"ko00627,ko01120,map00627,map01120"
EIC30327.1,H8GJG7,3.1.3.73,G,NZ_CM001475.1,chromosome,2949344,2949910,566,188,"fructose-2,6-bisphosphatase",NA,ko:K02226,"ko00860,ko01100,map00860,map01100"
EIC31560.1,H8GJ53,3.1.3.73,G,NZ_CM001475.1,chromosome,4371049,4371612,563,187,alpha-ribazole phosphatase,GO:0009236; GO:0043755,ko:K02226,"ko00860,ko01100,map00860,map01100"
EIC28344.1,H8GNB5,3.2.1.141,G,NZ_CM001475.1,chromosome,570425,572311,1886,628,malto-oligosyltrehalose trehalohydrolase,GO:0005737; GO:0005992; GO:0033942,"ko:K00700,ko:K01176,ko:K01236","ko00500,ko01100,ko01110,ko04973,map00500,map01100,map01110,map04973"
EIC30947.1,H8GQ07,3.2.1.141,G,NZ_CM001475.1,chromosome,3691174,3693117,1943,647,malto-oligosyltrehalose trehalohydrolase,GO:0005737; GO:0005992; GO:0033942,ko:K01236,"ko00500,ko01100,ko01110,map00500,map01100,map01110"
EIC30172.1,H8GI28,3.2.1.18,G,NZ_CM001475.1,chromosome,2786322,2788229,1907,635,Developmentally Regulated MAPK Interacting Protein,NA,ko:K01186,"ko00511,ko00600,ko04142,map00511,map00600,map04142"
EIC27945.1,H8GJY6,3.2.1.58,G,NZ_CM001475.1,chromosome,72422,74347,1925,641,"exo-beta-1,3-glucanase",GO:0016021,"ko:K01210,ko:K03292","ko00500,map00500"
EIC31513.1,H8GJ06,3.2.1.58,G,NZ_CM001475.1,chromosome,4310017,4311144,1127,375,endoglucanase,GO:0004553; GO:0005975,ko:K01210,"ko00500,map00500"
EIC28356.1,H8GNC7,3.2.1.68,G,NZ_CM001475.1,chromosome,583018,585171,2153,717,glycogen debranching enzyme GlgX,GO:0004133; GO:0004553; GO:0005980,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110"
EIC30451.1,H8GKG0,3.2.1.68,G,NZ_CM001475.1,chromosome,3106446,3108548,2102,700,glycogen debranching enzyme GlgX,GO:0004133; GO:0004553; GO:0005980,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110"
EIC28027.1,H8GKL9,3.6.1.1,G,NZ_CM001475.1,chromosome,160958,161740,782,260,"HAD-superfamily subfamily IIA hydrolase, TIGR01458",GO:0016791,ko:K01507,"ko00190,map00190"
EIC29203.1,H8GK79,4.1.2.-,G,NZ_CM001475.1,chromosome,1589937,1592342,2405,801,phosphoketolase,GO:0005975; GO:0016832,ko:K01621,"ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120"
EIC31108.1,H8GRC9,4.1.2.13,G,NZ_CM001475.1,chromosome,3852596,3853675,1079,359,"fructose-bisphosphate aldolase, class II",GO:0004332; GO:0006096; GO:0008270,ko:K01624,"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
EIC31606.1,H8GJS7,4.1.2.14; 4.1.3.42,G,NZ_CM001475.1,chromosome,4421312,4421962,650,216,Entner-Doudoroff aldolase,GO:0016829,ko:K01625,"ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200"
EIC31114.1,H8GRD5,4.1.2.43; 5.3.1.27,G,NZ_CM001475.1,chromosome,3860022,3860663,641,213,3-hexulose-6-phosphate synthase,GO:0004590; GO:0005975; GO:0006207; GO:0043801,"ko:K08093,ko:K13831","ko00030,ko00680,ko01100,ko01120,ko01200,ko01230,map00030,map00680,map01100,map01120,map01200,map01230"
EIC29750.1,H8GPX1,4.1.3.24; 4.1.3.25; 4.1.3.34,G,NZ_CM001475.1,chromosome,2242419,2243369,950,316,citrate lyase beta subunit,GO:0016829; GO:0046872,"ko:K01644,ko:K08691,ko:K18292","ko00630,ko00660,ko00680,ko00720,ko01100,ko01120,ko01200,ko02020,map00630,map00660,map00680,map00720,map01100,map01120,map01200,map02020"
EIC31247.1,H8GGX2,4.2.1.109,G,NZ_CM001475.1,chromosome,4003094,4003714,620,206,methylthioribulose-1-phosphate dehydratase,GO:0005737; GO:0008270; GO:0019284; GO:0019509; GO:0046570,"ko:K01628,ko:K08964,ko:K08966","ko00051,ko00270,ko01100,ko01120,map00051,map00270,map01100,map01120"
EIC31095.1,H8GRB6,5.1.3.1,G,NZ_CM001475.1,chromosome,3840878,3841552,674,224,ribulose-phosphate 3-epimerase,GO:0004750; GO:0005975; GO:0006098; GO:0046872,ko:K01783,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
EIC29894.1,H8GR67,5.3.1.1,G,NZ_CM001475.1,chromosome,2409274,2410020,746,248,triosephosphate isomerase,GO:0004807; GO:0005737; GO:0006094; GO:0006096,ko:K01803,"ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
EIC31504.1,H8GIZ7,5.3.1.22; 5.3.1.35,G,NZ_CM001475.1,chromosome,4301772,4302545,773,257,hydroxypyruvate isomerase,GO:0016853,"ko:K01816,ko:K22131","ko00630,ko01100,map00630,map01100"
EIC28690.1,H8GFT9,5.3.1.28,G,NZ_CM001475.1,chromosome,966988,967563,575,191,phosphoheptose isomerase,GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061,ko:K03271,"ko00540,ko01100,map00540,map01100"
EIC30857.1,H8GNV1,5.3.1.6,G,NZ_CM001475.1,chromosome,3580458,3581111,653,217,ribose 5-phosphate isomerase,GO:0004751; GO:0009052,ko:K01807,"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
EIC28680.1,H8GR21,5.3.1.9,G,NZ_CM001475.1,chromosome,956195,957835,1640,546,glucose-6-phosphate isomerase,GO:0004347; GO:0005737; GO:0006094; GO:0006096,ko:K01810,"ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200"
EIC30884.1,H8GPD8,5.3.1.9,G,NZ_CM001475.1,chromosome,3617161,3618795,1634,544,glucose-6-phosphate isomerase,GO:0004347; GO:0005737; GO:0006094; GO:0006096,ko:K01810,"ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200"
EIC30325.1,H8GJG5,5.3.2.-,G,NZ_CM001475.1,chromosome,2948669,2948872,203,67,4-oxalocrotonate tautomerase family enzyme,GO:0006725; GO:0016853,ko:K01821,"ko00362,ko00621,ko00622,ko01100,ko01120,ko01220,map00362,map00621,map00622,map01100,map01120,map01220"
EIC29895.1,H8GR68,5.4.2.10,G,NZ_CM001475.1,chromosome,2410076,2411416,1340,446,phosphoglucosamine mutase,GO:0000287; GO:0005975; GO:0008966,ko:K03431,"ko00520,ko01100,ko01130,map00520,map01100,map01130"
EIC30655.1,H8GMD1,5.4.2.12,G,NZ_CM001475.1,chromosome,3344488,3346131,1643,547,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",GO:0004619; GO:0005737; GO:0006007; GO:0006096; GO:0030145,ko:K15633,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230"
EIC30927.1,H8GPI1,5.4.2.2,G,NZ_CM001475.1,chromosome,3664853,3666532,1679,559,phosphoglucomutase,GO:0000287; GO:0005975; GO:0016868,ko:K01835,"ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130"
EIC29163.1,H8GK39,5.4.2.2; 5.4.2.8,G,NZ_CM001475.1,chromosome,1531941,1534511,2570,856,phosphomannomutase,GO:0000287; GO:0005975; GO:0016021; GO:0016868,"ko:K01835,ko:K01840,ko:K15778","ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130"
EIC27949.1,H8GJZ0,,G,NZ_CM001475.1,chromosome,79792,80676,884,294,fructosamine-3-kinase,GO:0016301,NA,NA
EIC28094.1,H8GL95,,G,NZ_CM001475.1,chromosome,231175,231738,563,187,enolase,GO:0000015; GO:0000287; GO:0004634; GO:0006096,NA,NA
EIC28187.1,H8GLZ1,,G,NZ_CM001475.1,chromosome,347131,348636,1505,501,hypothetical protein Metal_0328,GO:0003824; GO:0005975,NA,NA
EIC28440.1,H8GP18,,G,NZ_CM001475.1,chromosome,692796,695993,3197,1065,TraG-like protein,GO:0016021,ko:K12056,NA
EIC28746.1,H8GFZ5,,G,NZ_CM001475.1,chromosome,1040851,1042215,1364,454,Na+/melibiose symporter-like transporter,GO:0008643; GO:0015293; GO:0016021,ko:K03292,NA
EIC28872.1,H8GH81,,G,NZ_CM001475.1,chromosome,1180792,1183965,3173,1057,hypothetical protein Metal_1053,GO:0003824,NA,NA
EIC28874.1,H8GH83,,G,NZ_CM001475.1,chromosome,1185649,1186671,1022,340,"exo-beta-1,3-glucanase",NA,NA,NA
EIC29042.1,H8GIL5,,G,NZ_CM001475.1,chromosome,1382261,1383790,1529,509,fibronectin type III domain-containing protein,NA,NA,NA
EIC29221.1,H8GK97,,G,NZ_CM001475.1,chromosome,1608040,1609140,1100,366,gluconolactonase,NA,ko:K14274,"ko00040,map00040"
EIC29281.1,H8GKV9,,G,NZ_CM001475.1,chromosome,1687209,1687934,725,241,MIP family channel protein,GO:0005886; GO:0015250; GO:0016021,"ko:K02440,ko:K06188",NA
EIC29479.1,H8GMS7,,G,NZ_CM001475.1,chromosome,1924974,1926464,1490,496,glycosidase,GO:0005975; GO:0016798,NA,NA
EIC29920.1,H8GR93,,G,NZ_CM001475.1,chromosome,2448572,2450236,1664,554,BT1 family,GO:0016021,ko:K08218,"ko01501,map01501"
EIC29993.1,H8GG69,,G,NZ_CM001475.1,chromosome,2544596,2545549,953,317,citrate lyase beta subunit,GO:0016829; GO:0046872,NA,NA
EIC30331.1,H8GJH1,,G,NZ_CM001475.1,chromosome,2952398,2952757,359,119,mannose-6-phosphate isomerase,GO:0016853,NA,NA
EIC30477.1,H8GKZ6,,G,NZ_CM001475.1,chromosome,3154970,3155389,419,139,cupin domain-containing protein,NA,ko:K14673,NA
EIC30791.1,H8GNN5,,G,NZ_CM001475.1,chromosome,3504992,3506119,1127,375,glucose/sorbosone dehydrogenase,GO:0003824,NA,NA
EIC30946.1,H8GQ06,,G,NZ_CM001475.1,chromosome,3689111,3691177,2066,688,"glycogen debranching enzyme, putative",GO:0004134; GO:0004135; GO:0005980,NA,NA
EIC31532.1,H8GJ25,,G,NZ_CM001475.1,chromosome,4336092,4337309,1217,405,hypothetical protein Metal_3895,NA,NA,NA
EIC31605.1,H8GJS6,,G,NZ_CM001475.1,chromosome,4419733,4421052,1319,439,sugar phosphate permease,GO:0016021; GO:0055085,ko:K13021,NA
EIC31166.1,H8GG86,2.5.1.131,"G, K",NZ_CM001475.1,chromosome,3918327,3919370,1043,347,putative H4MPT-linked C1 transfer pathway protein,GO:0016787,ko:K07072,"ko00680,map00680"
EIC30643.1,H8GMB9,1.5.5.1,"G, M",NZ_CM001475.1,chromosome,3331805,3332641,836,278,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,ko:K00311,NA
EIC30741.1,H8GN27,3.6.3.38,"G, M",NZ_CM001475.1,chromosome,3430266,3431639,1373,457,"ABC-type polysaccharide/polyol phosphate transport system, ATPase component",GO:0005524; GO:0016887,"ko:K09689,ko:K09691","ko02010,map02010"
EIC30826.1,H8GNS0,4.1.2.14; 4.1.2.43; 4.1.3.42; 5.3.1.27,"G, M",NZ_CM001475.1,chromosome,3543192,3544409,1217,405,6-phospho 3-hexuloisomerase/3-hexulose-6-phosphate synthase,GO:0004590; GO:0005975; GO:0006207; GO:0016853; GO:0043801; GO:0097367; GO:1901135,"ko:K01625,ko:K08093,ko:K08094,ko:K13831","ko00030,ko00630,ko00680,ko01100,ko01120,ko01200,ko01230,map00030,map00630,map00680,map01100,map01120,map01200,map01230"
EIC29679.1,H8GP93,4.2.1.115,"G, M",NZ_CM001475.1,chromosome,2157115,2159205,2090,696,putative nucleoside-diphosphate sugar epimerase,GO:0016021,ko:K15894,"ko00520,map00520"
EIC29683.1,H8GP97,4.2.1.115; 5.1.3.2,"G, M",NZ_CM001475.1,chromosome,2162321,2163331,1010,336,putative nucleoside-diphosphate sugar epimerase,GO:0003978; GO:0009103,"ko:K15894,ko:K17716","ko00052,ko00520,ko01100,map00052,map00520,map01100"
EIC30751.1,H8GN37,4.2.1.45,"G, M",NZ_CM001475.1,chromosome,3444832,3445785,953,317,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,ko:K01709,"ko00520,map00520"
EIC28692.1,H8GFU1,5.1.3.20,"G, M",NZ_CM001475.1,chromosome,968965,969933,968,322,ADP-L-glycero-D-manno-heptose-6-epimerase,GO:0005975; GO:0008712; GO:0050661; GO:0097171,ko:K03274,"ko00540,ko01100,map00540,map01100"
EIC29087.1,H8GJ97,,"G, M",NZ_CM001475.1,chromosome,1459764,1460735,971,323,sulfotransferase family protein,GO:0008146,NA,NA
EIC29687.1,H8GPA1,,"G, M",NZ_CM001475.1,chromosome,2166590,2167549,959,319,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,NA,NA
EIC30745.1,H8GN31,,"G, M",NZ_CM001475.1,chromosome,3437581,3438516,935,311,NAD dependent epimerase/dehydratase family protein,GO:0003824; GO:0016021; GO:0050662,NA,NA
EIC31386.1,H8GHR8,,"G, M",NZ_CM001475.1,chromosome,4160684,4161970,1286,428,putative nucleoside-diphosphate sugar epimerase,GO:0016021,NA,NA
EIC30676.1,H8GMF2,1.1.1.262,H,NZ_CM001475.1,chromosome,3365194,3366198,1004,334,4-hydroxythreonine-4-phosphate dehydrogenase,GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042823; GO:0050570; GO:0050897; GO:0051287,"ko:K00097,ko:K22024","ko00750,ko01100,map00750,map01100"
EIC30881.1,H8GPD5,1.1.1.44,H,NZ_CM001475.1,chromosome,3613631,3615079,1448,482,"6-phosphogluconate dehydrogenase, decarboxylating",GO:0004616; GO:0006098; GO:0019521; GO:0050661,ko:K00033,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200"
EIC31592.1,H8GJR3,1.1.1.44,H,NZ_CM001475.1,chromosome,4404294,4405739,1445,481,"6-phosphogluconate dehydrogenase, decarboxylating",GO:0004616; GO:0006098; GO:0019521; GO:0050661,ko:K00033,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200"
EIC30882.1,H8GPD6,1.1.1.49,H,NZ_CM001475.1,chromosome,3615133,3616617,1484,494,glucose-6-phosphate 1-dehydrogenase,GO:0004345; GO:0006006; GO:0006098; GO:0050661,ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230"
EIC31214.1,H8GGD4,1.1.1.49,H,NZ_CM001475.1,chromosome,3963604,3965070,1466,488,glucose-6-phosphate 1-dehydrogenase,GO:0004345; GO:0006006; GO:0006098; GO:0050661,ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230"
EIC31590.1,H8GJR1,1.1.1.49,H,NZ_CM001475.1,chromosome,4402084,4403568,1484,494,glucose-6-phosphate 1-dehydrogenase,GO:0004345; GO:0006006; GO:0006098; GO:0050661,ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230"
EIC28374.1,H8GNE5,1.1.1.85,H,NZ_CM001475.1,chromosome,605478,606584,1106,368,3-isopropylmalate dehydrogenase,GO:0000287; GO:0003862; GO:0009098; GO:0051287,"ko:K00052,ko:K17750","ko00290,ko00400,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00400,map00660,map01100,map01110,map01210,map01230"
EIC28903.1,H8GHB2,1.1.1.86,H,NZ_CM001475.1,chromosome,1210679,1211695,1016,338,ketol-acid reductoisomerase,GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0016853; GO:0050661,ko:K00053,"ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230"
EIC28888.1,H8GH97,1.2.1.70,H,NZ_CM001475.1,chromosome,1198352,1199260,908,302,glutamyl-tRNA reductase,NA,"ko:K02407,ko:K02492,ko:K10714,ko:K15671","ko00680,ko00860,ko01051,ko01052,ko01100,ko01110,ko01120,ko01200,ko02040,map00680,map00860,map01051,map01052,map01100,map01110,map01120,map01200,map02040"
EIC28889.1,H8GH98,1.2.1.70,H,NZ_CM001475.1,chromosome,1199466,1200371,905,301,Methylene-tetrahydromethanopterin dehydrogenase,NA,"ko:K02407,ko:K02492,ko:K10714,ko:K15671","ko00680,ko00860,ko01051,ko01052,ko01100,ko01110,ko01120,ko01200,ko02040,map00680,map00860,map01051,map01052,map01100,map01110,map01120,map01200,map02040"
EIC31002.1,H8GQ62,1.2.1.70,H,NZ_CM001475.1,chromosome,3736939,3738198,1259,419,glutamyl-tRNA reductase,GO:0006782; GO:0008883; GO:0050661,"ko:K02407,ko:K02492","ko00860,ko01100,ko01110,ko01120,ko02040,map00860,map01100,map01110,map01120,map02040"
EIC28669.1,H8GR10,1.21.98.4,H,NZ_CM001475.1,chromosome,948291,949418,1127,375,coenzyme PQQ biosynthesis protein E,GO:0005506; GO:0009975; GO:0016491; GO:0018189; GO:0051539; GO:1904047,ko:K06139,NA
EIC31225.1,H8GGE5,1.3.3.11,H,NZ_CM001475.1,chromosome,3979641,3980408,767,255,coenzyme PQQ biosynthesis protein C,GO:0018189; GO:0033732,ko:K06137,NA
EIC30211.1,H8GI67,1.3.3.3,H,NZ_CM001475.1,chromosome,2833398,2834315,917,305,coproporphyrinogen III oxidase,GO:0004109; GO:0005737; GO:0006782; GO:0042803; GO:0046872,ko:K00228,"ko00860,ko01100,ko01110,map00860,map01100,map01110"
EIC30665.1,H8GME1,1.3.98.3,H,NZ_CM001475.1,chromosome,3354993,3356375,1382,460,oxygen-independent coproporphyrinogen III oxidase,GO:0004109; GO:0005737; GO:0006782; GO:0046872; GO:0051539; GO:0051989,ko:K02495,"ko00860,ko01100,ko01110,map00860,map01100,map01110"
EIC31447.1,H8GID5,1.4.3.16,H,NZ_CM001475.1,chromosome,4228646,4230298,1652,550,L-aspartate oxidase,GO:0005737; GO:0008734; GO:0009435; GO:0044318,"ko:K00244,ko:K00278","ko00020,ko00190,ko00250,ko00620,ko00650,ko00720,ko00760,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00250,map00620,map00650,map00720,map00760,map01100,map01110,map01120,map01130,map01200,map02020"
EIC28358.1,H8GNC9,1.5.1.3,H,NZ_CM001475.1,chromosome,587490,587984,494,164,dihydrofolate reductase,GO:0004146; GO:0006545; GO:0006730; GO:0046654; GO:0050661,"ko:K00097,ko:K00287,ko:K18589,ko:K18590","ko00670,ko00750,ko00790,ko01100,ko01523,map00670,map00750,map00790,map01100,map01523"
EIC30143.1,H8GHJ1,2.1.1.107; 1.3.1.76; 4.99.1.4,H,NZ_CM001475.1,chromosome,2736463,2737911,1448,482,uroporphyrin-III C-methyltransferase,GO:0004851; GO:0009236; GO:0019354; GO:0032259; GO:0043115; GO:0051266; GO:0051287,"ko:K02302,ko:K02303,ko:K02304,ko:K03795,ko:K13541,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120"
EIC30661.1,H8GMD7,2.1.1.107; 4.2.1.75,H,NZ_CM001475.1,chromosome,3351111,3352361,1250,416,putative enzyme of heme biosynthesis,GO:0016021,"ko:K02496,ko:K06313,ko:K13543","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120"
EIC29610.1,H8GNL7,2.1.1.13,H,NZ_CM001475.1,chromosome,2070996,2074670,3674,1224,5-methyltetrahydrofolate--homocysteine methyltransferase,GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0042558,ko:K00548,"ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230"
EIC30252.1,H8GIR2,2.1.1.163; 2.1.1.201,H,NZ_CM001475.1,chromosome,2879523,2880272,749,249,ubiquinone/menaquinone biosynthesis methyltransferase,GO:0006744; GO:0009060; GO:0009234; GO:0032259; GO:0043333; GO:0102955,ko:K03183,"ko00130,ko01100,ko01110,map00130,map01100,map01110"
EIC31581.1,H8GJQ2,2.1.1.163; 2.1.1.201,H,NZ_CM001475.1,chromosome,4394372,4394989,617,205,methylase involved in ubiquinone/menaquinone biosynthesis,GO:0008168; GO:0032259,ko:K03183,"ko00130,ko01100,ko01110,map00130,map01100,map01110"
EIC28191.1,H8GLZ5,2.1.1.197,H,NZ_CM001475.1,chromosome,352569,353981,1412,470,methyltransferase family protein,GO:0008168; GO:0032259,ko:K02169,"ko00780,ko01100,map00780,map01100"
EIC30639.1,H8GMB5,2.1.1.197,H,NZ_CM001475.1,chromosome,3329193,3329999,806,268,biotin biosynthesis protein BioC,GO:0009102; GO:0010340; GO:0032259; GO:0102130,ko:K02169,"ko00780,ko01100,map00780,map01100"
EIC31162.1,H8GRI3,2.1.1.198,H,NZ_CM001475.1,chromosome,3915483,3916346,863,287,"putative S-adenosylmethionine-dependent methyltransferase, YraL family",GO:0000453; GO:0005737; GO:0070677,ko:K07056,NA
EIC29245.1,H8GKS3,2.1.1.222; 2.1.1.64,H,NZ_CM001475.1,chromosome,1637122,1637829,707,235,ubiquinone biosynthesis O-methyltransferase,GO:0006744; GO:0008425; GO:0008689; GO:0032259,ko:K00568,"ko00130,ko01100,ko01110,map00130,map01100,map01110"
EIC28783.1,H8GGI7,2.1.1.63,H,NZ_CM001475.1,chromosome,1081539,1082036,497,165,O-6-methylguanine DNA methyltransferase,GO:0003908; GO:0006281; GO:0032259,"ko:K00567,ko:K10778,ko:K13531",NA
EIC29528.1,H8GMX6,2.1.1.80,H,NZ_CM001475.1,chromosome,1973377,1974255,878,292,methylase of chemotaxis methyl-accepting protein,GO:0008983,ko:K00575,"ko02020,ko02030,map02020,map02030"
